SRR13825328	SRR6324886	SRR9118109
23S_2311f72c8f8c	0	4406	0
23S_1064e9b2ac80	0	6	0
23S_1150e7807417	0	3371	0
16S_2355d430b27c	0	2	0
23S_2552ed55fa8b	0	9	0
23S_18612f903750	0	5	0
23S_24605c8c916f	0	4579	0
23S_25040c44610d	0	1	1
23S_2179991e7538	0	6	0
23S_1935314b0e65	0	20	0
16S_23261377a1db	0	2	0
16S_2524e1d93f8e	0	2	0
23S_25620fc49b80	0	292	0
16S_22224d1a614b	0	245	0
23S_12092bd8d755	0	531	0
16S_1312046779f2	0	866	0
23S_212918c0c55f	0	2585	0
16S_2407065e96b2	0	42	0
23S_2919b231b546	0	2585	0
23S_2246e2190c7b	0	7	0
16S_12101c39a75a	0	1861	0
23S_2890466bc1a1	0	2	762
23S_27224c812181	0	1	1
16S_292858b8b5e2	0	48	0
23S_28582a27c8f9	0	4	508
23S_1695b5349af1	0	8	0
23S_1642b88b7e04	0	2	375
23S_13719e4fdfe2	0	3371	0
23S_28782b24fc92	0	4	527
16S_24607eae5c61	0	866	0
23S_11066f2577a3	0	1813	0
23S_2302b232ee33	0	20	0
16S_2473e4bd730c	0	1379	0
23S_273795736771	0	4406	0
23S_218586d3f743	0	2585	0
16S_2841440ee38e	0	1750	0
16S_1935fe8c8e7c	0	1379	0
16S_237544d62bd0	0	42	0
23S_1029574f9e06	0	20	0
23S_2430332e4b75	0	26	0
16S_1779a0aec1b2	0	2	0
23S_10429d2abe16	0	1703	0
23S_2860025b5c82	0	5	0
23S_226131d4cdc0	0	3371	0
23S_1742d3c73075	0	9	0
23S_1543dc8801d6	0	5	0
23S_1275175c96cd	0	2	762
16S_185123ed1074	0	2	0
23S_186487a7ee2b	0	4	508
16S_2470ff8fac63	0	1649	0
16S_1120fee9b29b	0	2	0
23S_245372bfec68	0	1	868
23S_2677555fce9b	0	26	0
23S_2592dd33454f	0	1701	0
23S_19409db18823	0	1813	0
16S_14079f5c9716	0	36	0
23S_1938bb5d5cb6	0	2025	0
23S_1788b7671e15	0	1703	0
16S_12810b0252a7	0	245	0
16S_2174f19c3376	0	8	0
23S_1465e033d36e	0	1813	0
23S_1871b21d71af	0	4	0
23S_14691905bbd1	0	2	0
23S_2282b03d72c5	0	3371	0
23S_1093424f9247	0	893	0
23S_12327d073a35	0	2025	0
16S_24865d4fc118	0	866	0
16S_2466a8f89557	0	1861	0
23S_11818219ee33	0	9	0
23S_10727353f2f4	0	4	508
16S_27183077b3b8	0	36	0
23S_20966a23c007	0	1701	0
23S_13971580566c	0	11	0
16S_1118ff541542	0	3	0
23S_26578f0efd47	0	1	1
23S_1776bed0962e	0	2090	0
23S_27759f3247f4	0	893	0
23S_215603c84f95	0	2	0
23S_1265f9396d64	0	4406	0
16S_24037b28fd64	0	1860	0
23S_204449563618	0	1	0
23S_1474480a58ca	0	2090	0
23S_20867b18cff3	0	4	508
16S_228231ea401f	0	1750	0
16S_274147d308d1	0	3	0
23S_10870b0608b9	0	2	375
23S_1070a19a7b46	0	2090	0
23S_253946aa3eb4	0	7	0
23S_2647b42fd16d	0	11	0
23S_1712e3d83c62	0	7	0
23S_1340e6f9dc5a	0	2	0
23S_178757295398	0	1	868
23S_2032d26abb6a	0	4	986
23S_20169000bf7e	0	7	0
16S_203867e455e8	0	1860	0
23S_257782342e1c	0	11	0
23S_104027a8a21b	0	292	0
23S_264033b38b06	0	5	0
16S_1419252f5526	0	1750	0
23S_195498a786ae	0	4	0
23S_1366bcbb5ffa	0	2585	0
23S_21395184a1e5	0	893	0
16S_26617be5bd0b	0	42	0
23S_1020410a5d94	0	4	508
23S_19918329943f	0	2	0
23S_253323fed408	0	3588	0
23S_25377eb30855	0	5	0
16S_2342cc2e393d	0	42	0
16S_2170485bb7d7	0	245	0
23S_18152cfe1b24	0	1	868
23S_1430402318a4	0	393	0
16S_23690c9fd836	0	3	0
23S_2021b3aeb6d8	0	174	0
16S_200459109c21	0	866	0
23S_2670970f6752	0	1701	0
23S_1622bd96b42a	0	1	0
23S_2780e158f3ec	0	893	0
16S_296875faafd7	0	12	0
16S_1477e4ae0374	0	245	0
23S_28714f2b6cef	0	1701	0
23S_100361d53f6a	0	4	527
16S_190924a07730	0	36	0
16S_1297d755da26	0	3	0
16S_1878b9d16541	0	3	0
23S_2665fd826ee9	0	9	0
23S_1767f992df23	0	174	0
16S_2144f9a76b8f	0	1649	0
23S_100941130cff	0	2	0
23S_1720ce65946c	0	1678	0
23S_11909ef3d81d	0	4	0
16S_2337f46706f5	0	1750	0
23S_1807439ec6e3	0	11	0
23S_21400f291e81	0	8	0
23S_149947e35c57	0	393	0
23S_12334b8ca58f	0	2	0
16S_225273c23b53	0	48	0
16S_2144decb4f8d	0	8	0
23S_269132da697d	0	3588	0
16S_1758276abe4d	0	12	0
23S_2845e85aaf2e	0	1497	0
16S_26337136022b	0	29	0
23S_2491e430cc55	0	4	0
16S_125422581c2a	0	2	0
23S_1160de6de89a	0	1	1
16S_124837e3f577	0	3	0
16S_2691a551f381	0	1379	0
16S_22049c77f8ed	0	48	0
23S_22346d74dae3	0	1813	0
23S_10783cbd9650	0	5	0
16S_14716a98d4ca	0	42	0
16S_2539633736f9	0	2	0
16S_2238ddba93f2	0	42	0
23S_2994de798b6d	0	531	0
23S_150722c5f037	0	2	762
16S_1828587669b9	0	2	0
16S_1299bc4a3019	0	866	0
16S_2010249e5c58	0	42	0
16S_2998e2bde9fa	0	2	0
16S_1281bd4b935f	0	259	0
16S_2207de4efd83	0	245	0
16S_1340e2a6d9b7	0	1379	0
23S_29640ad810bb	0	1497	0
23S_137532a1c746	0	292	0
16S_1801b0b7cc73	0	3	0
23S_15349662184d	0	3588	0
23S_20826b502026	0	2	292
23S_2106abf12482	0	2	0
23S_2221742badfd	0	2	0
23S_189969636971	0	26	0
16S_2085bcf6ed6a	0	1861	0
23S_289185d60113	0	4579	0
23S_286596c5dbe5	0	8	0
16S_28787ff9eb2f	0	2	0
23S_25616a8944a2	0	9	0
16S_152100202eec	0	48	0
23S_1686b252505d	0	4	527
16S_1169d7746ba5	0	2	0
16S_22141d0c450d	0	42	0
23S_1421caa326fc	0	5	0
16S_1150259e39e9	0	1379	0
23S_1627e959b475	0	4	986
23S_2891a05db329	0	5	0
23S_175375b3a5f7	0	1307	0
23S_197421c06345	0	893	0
23S_1288dcc9b724	0	531	0
23S_254750390090	0	2025	0
23S_190217968456	0	1703	0
23S_1266537149ef	0	20	0
23S_21674c783523	0	8	0
23S_28657864df39	0	2585	0
23S_1803eed6d3c5	0	11	0
16S_18890e7d7791	0	245	0
23S_102792dca7ec	0	4	508
23S_1510a906ed8f	0	8	0
23S_10780efcee0b	0	1678	0
23S_104114059276	0	4	527
23S_1575770d307c	0	1831	0
16S_21381e6e3ab3	0	1649	0
23S_101445b8e28e	0	6	0
23S_10220841279b	0	4579	0
23S_2683de1d15b9	0	5	0
23S_22275e3e4ef3	0	5	0
23S_21458bc7efa6	0	4406	0
23S_1262b7809807	0	5	0
23S_1165fcd5441c	0	531	0
23S_141755ef2175	0	5	0
23S_2691715ff577	0	4	0
16S_2051ded40051	0	48	0
23S_210481ee20e8	0	26	0
23S_255829c5ec08	0	2090	0
16S_120013c914bc	0	3	0
16S_1507af93181b	0	2	0
23S_122094cc014a	0	1813	0
23S_27878ce26ae8	0	1307	0
23S_1573a9db2844	0	6	0
23S_12905202ceef	0	393	0
23S_12635c90daed	0	1678	0
23S_1611618911be	0	11	0
23S_1727406fc4de	0	393	0
16S_2447701327f3	0	42	0
23S_250028d88d43	0	1497	0
23S_14634136ce25	0	4	527
23S_110591a54054	0	2	292
23S_21015212b4a2	0	174	0
23S_2865465edafa	0	393	0
23S_298331ca3490	0	1813	0
23S_22819b0a2aa8	0	1678	0
23S_1430cd86509a	0	1701	0
23S_2170534a476e	0	3588	0
23S_164880a4c429	0	8	0
23S_2305aa267d78	0	292	0
16S_277016348ddf	0	29	0
23S_1632f1d29725	0	1673	0
23S_1578d4c93f53	0	1678	0
16S_1776dd12734d	0	42	0
16S_1075eccb4238	0	3	0
23S_28836f753047	0	1307	0
23S_18442fd90ab5	0	1	868
23S_2407699f8afc	0	5	0
23S_2674df02afde	0	1831	0
23S_1688deb67df1	0	393	0
23S_2117c8913604	0	1703	0
16S_2270509e5dcb	0	3	0
23S_2943b4f995ad	0	1307	0
23S_184441450f7e	0	4406	0
16S_19702d0f98f4	0	12	0
23S_1228ac2f5319	0	6	0
23S_173145408818	0	4406	0
23S_243753eb826c	0	893	0
23S_2793aa50c590	0	2025	0
23S_283485633024	0	2	0
16S_103474341110	0	42	0
23S_1760334cdc27	0	2090	0
23S_2918c8a97770	0	4579	0
16S_152034afed6b	0	12	0
16S_2519e08b967b	0	1861	0
23S_16506cf00b69	0	9	0
23S_23830e586df2	0	1678	0
16S_1644905d922f	0	3	0
23S_12953ae68fe6	0	20	0
23S_18737f60f343	0	2585	0
16S_2597e98e3b6a	0	42	0
23S_2986f196b336	0	3588	0
16S_10603a46da2d	0	42	0
16S_28644acda781	0	8	0
23S_1127ab04b5dc	0	2	292
23S_2332334c22f4	0	11	0
23S_2752d9539ff8	0	2	0
23S_265553411ed8	0	4	508
23S_2349741028ad	0	1497	0
23S_1406b7826685	0	11	0
23S_1964412922a2	0	6	0
16S_11262c44b9ab	0	3	0
16S_285510ed7374	0	2	0
16S_12960672492b	0	36	0
23S_24033fb2ad62	0	7	0
23S_23644191ff6c	0	2	0
23S_26963ecb4218	0	8	0
23S_2442b1286788	0	2	0
23S_2343dbdde823	0	2	0
16S_22763c212662	0	1617	0
23S_2441fd6a846e	0	5	0
16S_2665e4c9e539	0	42	0
16S_12240fbe325c	0	2	0
23S_3000e3d6b74d	0	2	0
23S_23637a094f79	0	20	0
23S_20577301fc3a	0	2	292
23S_11992d4ffc75	0	2	292
23S_1095397a2c0d	0	8	0
23S_16955f8911ab	0	4	508
23S_1349cdfcf99b	0	8	0
23S_2930384f1374	0	2	0
23S_1049a6120dd9	0	11	0
23S_247714d0bebb	0	2	0
23S_180853dd2827	0	292	0
23S_12931c3274e2	0	6	0
16S_11159ca4ca25	0	1861	0
23S_146226230067	0	20	0
16S_1692555c8356	0	42	0
23S_23052d760a10	0	8	0
23S_2799fdcbf1f7	0	8	0
23S_13294be14436	0	1497	0
16S_2821afc33664	0	1910	0
16S_12426e984272	0	10	0
16S_1301ea53067d	0	1910	0
16S_13636f4c1c36	0	146	0
16S_1096167de584	0	146	0
16S_167259fa0292	0	3886	0
16S_2321c9103365	0	14	0
16S_2977239f497b	0	14	0
16S_1107704711df	0	1429	0
16S_11231ade1e8e	0	146	0
16S_24236cc8851a	0	2	0
16S_2551ec4a7739	0	146	0
16S_15200d235033	0	1429	0
16S_26703290dda4	0	1	0
16S_1422b9c75a4e	0	1	0
16S_270724360f8e	0	10	0
16S_1225d8662d68	0	3886	0
16S_2846120ec628	0	2	0
16S_178172a96e2e	0	3	0
23S_2411e68b69e9	0	2	180
16S_2745a0a30870	0	3	0
16S_25108a4f4921	0	3	0
23S_24258d97f5ae	0	2	1
16S_16530af070e8	0	3	0
23S_2833ca7a6443	0	6	0
23S_20966f03e64b	0	3	0
23S_1933f1217d76	0	6	0
23S_2737e19bb957	0	2	0
16S_224919fd5af4	0	3	0
23S_2695f41f2b33	0	4	0
16S_254152663985	0	16	0
23S_2050ef3dc333	0	1190	0
23S_28837358f65f	0	1190	0
16S_23819ec5e69f	0	3	0
23S_1709a218d445	0	42	0
23S_21045f2eebeb	0	6	0
23S_149601f4d782	0	2	1
23S_22315dab0947	0	6	0
23S_13137bc1078d	0	2	0
23S_105553f669dc	0	4	0
23S_1992ac9451d3	0	2	180
23S_1837cceb07f8	0	2	180
16S_289873c02936	0	16	0
23S_20645ac08e50	0	7	0
16S_124885e06d4c	0	3	0
16S_134993c069ff	0	3	0
23S_150491e26675	0	1190	0
16S_230282aea625	0	3	0
16S_28161b98c430	0	16	0
23S_22686c2aa0ef	0	2	180
16S_1691ba418b29	0	19	0
23S_27303b899804	0	2	180
23S_2541bc8b43cc	0	2	180
23S_1244aa3ed32c	0	2	0
23S_262505d2a50b	0	6	0
23S_25566fc69c7f	0	1	0
16S_2455cd45dc30	0	3	0
23S_175706877c18	0	6	0
23S_2151c1e86837	0	42	0
23S_27264110407f	0	6	0
23S_139423ed9692	0	2	0
23S_18527694062a	0	2	0
16S_1791c29fdd46	0	19	0
23S_236396d00f38	0	7	0
16S_129133ec76df	0	3	0
23S_16569a5e9cd4	0	3	0
23S_13072e128c68	0	3	0
23S_2870bd88747c	0	4	0
23S_104547fff4f4	0	1	0
16S_2821f870d530	0	19	0
23S_126945567608	0	3	0
23S_2732e77e164d	0	42	0
23S_2406fc222ff9	0	2	0
23S_20046388e2ae	0	1	0
23S_2337d4ebaa44	0	7	0
23S_1431216c713a	0	42	0
23S_24539ef152e2	0	6	0
16S_2905393a02a3	0	19	0
16S_1971d9704983	0	3	0
16S_2645c7d9eb2e	0	3	0
23S_28176beb212f	0	2	0
23S_13464fe87051	0	1190	0
23S_185381450156	0	2	180
23S_23500f081be1	0	6	0
23S_1430cb24b1b1	0	2	1
23S_21578d648fe9	0	4	0
23S_238537a5cde8	0	2	1
16S_23513866a957	0	3	0
16S_2407b01bcae9	0	16	0
23S_1706d1f87a85	0	6	0
16S_20327d31095b	0	3	0
23S_2118480785ff	0	6	0
23S_1390217d4a9d	0	6	0
23S_1127c5084534	0	7	0
16S_2381d613067b	0	3	0
23S_1176e9ca4450	0	1	0
16S_28546e2370f5	0	3	0
23S_172692565592	0	2	180
23S_2782f195b159	0	2	0
23S_11842189d2f6	0	0	444
23S_22925b65a6a8	0	0	406
5S_2751e7c85a39	0	0	25
23S_1957b46f87b0	0	0	1
23S_2965c7ba573e	0	0	2
16S_10445ad2b553	0	0	656
23S_268399412d01	0	0	2
23S_1031ebf2904c	0	0	1
16S_25410f1bddec	0	0	1
23S_12075f1a035d	0	0	130
23S_2912c925a6ef	0	0	1405
23S_1848eb535ef9	0	0	27
23S_1359e85542b3	0	0	3
23S_1939d0cfdf66	0	0	2668
16S_27844a542733	0	0	171
23S_297294bf224e	0	0	2741
16S_149866afaa5a	0	0	2
23S_1426c5f44cd4	0	0	307
16S_2512fee9a3d6	0	0	1
23S_149313e533e7	0	0	1
23S_1837580541df	0	0	1
23S_17810d113a16	0	0	472
23S_1612f9cb1b02	0	0	9
23S_11160669547a	0	0	20
23S_1885634b3dcf	0	0	69
16S_16585d9a072b	0	0	2
23S_1536c42758d9	0	0	2688
23S_206344a34b07	0	0	227
23S_2200bd0f027c	0	0	237
23S_1190af7415ad	0	0	2020
23S_14475a337684	0	0	15
23S_1406cb60693f	0	0	8422
23S_1682fb49bfbd	0	0	6
23S_274835649b84	0	0	1
16S_27541b6f1c52	0	0	2
16S_159566202ff4	0	0	4
23S_1038a0c7d569	0	0	4
23S_156438fa6baa	0	0	2
23S_292342a2ef3d	0	0	1233
5S_1292c8ce5d30	0	0	5
23S_2301b0a79268	0	0	69
16S_17648dfd7feb	0	0	3
23S_277459f41bc8	0	0	194
23S_28047dc7c6cf	0	0	1
23S_1700ae2ae758	0	0	8722
23S_2453053857cf	0	0	14
23S_2276ffda1916	0	0	1308
16S_2278ea59643e	0	0	36
23S_1101627f8e38	0	0	2
23S_1215619d7788	0	0	355
23S_1449d7906654	0	0	121
23S_27022c34e24e	0	0	1347
23S_14680e76e816	0	0	5
16S_2035c2afeb3c	0	0	1
16S_27950a9d6055	0	0	19
23S_2811b4fd4473	0	0	1830
23S_17458d34cf80	0	0	11
23S_198847664f7a	0	0	3016
16S_226458244601	0	0	618
23S_1852cbe3417e	0	0	5
23S_21299c49b176	0	0	1156
23S_207399ccf5bd	0	0	11
23S_2464eaab9961	0	0	1103
16S_2452150e1dd0	0	0	920
16S_2556e2ae2731	0	0	2
23S_1797c3a61385	0	0	4
23S_2417d637d5ed	0	0	11
23S_15946a35fdff	0	0	1
16S_26946b487c9d	0	0	1
23S_23686df4ea6c	0	0	14
23S_16821ac9247a	0	0	4
16S_15286268cd44	0	0	9
23S_19822f01f38c	0	0	2
16S_15151230f3dc	0	0	39
23S_2442457f4e4d	0	0	2481
16S_22564e432d9c	0	0	2
23S_1273e3cb65b3	0	0	4
23S_264657b11b42	0	0	1
23S_2271bbddb7ac	0	0	11
16S_1649695b81ad	0	0	2
23S_14665c4782dc	0	0	1478
23S_28714fb89c5b	0	0	147
23S_28219d5559d7	0	0	27
23S_147891bd64de	0	0	1196
23S_2855c3f6881c	0	0	50
23S_2591427f27f4	0	0	45
23S_148499100cf2	0	0	1
16S_1770f0d0d904	0	0	71
23S_28814210ed82	0	0	1
16S_163347f38dd8	0	0	12
16S_2645077e2439	0	0	12
23S_10627e07691a	0	0	2688
16S_1663c3992e25	0	0	4
16S_283833252596	0	0	369
23S_19185704e798	0	0	3
23S_25333b343e21	0	0	544
23S_20499336eaba	0	0	1308
16S_215236b221f2	0	0	2
5S_2718c3fc2061	0	0	84
23S_19590c6be01c	0	0	776
16S_1212fe952b6d	0	0	24
23S_113166a9c2de	0	0	5
23S_2582f9433cbd	0	0	2
23S_1931db7cb1ba	0	0	6556
23S_1387a470c1c7	0	0	3
23S_210268666bcb	0	0	66
23S_287915a03b85	0	0	994
23S_2478c9715862	0	0	5
23S_10534d801f9c	0	0	1
23S_11597c0024a6	0	0	1
23S_224967071298	0	0	22
23S_1069857092cc	0	0	8722
23S_2901d312e432	0	0	152
5S_1652b92e8d64	0	0	1
23S_1822b8c11027	0	0	7
23S_1051c7b53d55	0	0	10
23S_1311c971a965	0	0	1
16S_2796f13d8eb5	0	0	2
16S_2644a8ddabc0	0	0	1
16S_2472a4aaaf93	0	0	27
23S_22644d475c67	0	0	2
23S_1650ac1e0fe0	0	0	2276
5S_2880efa43078	0	0	5
16S_1785683feb88	0	0	13
23S_11295155b47f	0	0	5
23S_2225906835be	0	0	1
23S_25758655f98a	0	0	464
23S_1375f98c09e4	0	0	4
23S_217142200c3d	0	0	227
16S_1704c32e3793	0	0	564
23S_18469153e42a	0	0	1179
16S_22268b355dd2	0	0	3
23S_189402b2d4c3	0	0	1
23S_2589fbdfdd93	0	0	21
23S_1548a0e73e45	0	0	5022
23S_1530d5af9cdd	0	0	4
23S_1456fd9df74b	0	0	1
23S_2403a5ca595e	0	0	34
23S_10262375ff01	0	0	2
5S_19038e110747	0	0	8
23S_296804329b0d	0	0	141
23S_1969141e1373	0	0	429
23S_1029406d05ea	0	0	2741
23S_10113154ac2a	0	0	7
23S_1456d4b64315	0	0	9
23S_16220025a3e9	0	0	1
16S_1506aabaa6e1	0	0	462
23S_2519643d318a	0	0	3
23S_18246d3d398a	0	0	11
16S_2372d99c6c41	0	0	3
16S_25362da04556	0	0	5
23S_2418e299f608	0	0	326
23S_2296b1eaa7ac	0	0	1031
23S_17484e84f22b	0	0	1
23S_242127bd4159	0	0	42
16S_1987a0a05cf8	0	0	1655
16S_179479784aef	0	0	926
23S_2564b17a9608	0	0	3
23S_222774c83bb2	0	0	10
16S_17526cb4e8e9	0	0	272
23S_2007ff504508	0	0	2688
23S_2564f32ad16c	0	0	1123
23S_2941c1d3a5b6	0	0	646
23S_2671b2a9252b	0	0	4
23S_1267fb7cb6a4	0	0	131
23S_1942b72943fa	0	0	544
23S_24162bb261bf	0	0	131
23S_29434a548f21	0	0	1
16S_29494747d297	0	0	15
23S_1626e3a3e40e	0	0	5436
23S_2976309366f5	0	0	1
5S_13120acb9a34	0	0	6
23S_1282208cbf26	0	0	4
23S_2615d874ffdc	0	0	1
23S_24312294ed7a	0	0	4
5S_2128ce0ddcdd	0	0	13
23S_2749984358a5	0	0	2
23S_221863067ad6	0	0	1
16S_155517e13bc2	0	0	13
5S_21100c2af5f6	0	0	65
16S_14901b3fbb2a	0	0	1
23S_2168370f3c2b	0	0	1256
16S_2745aaaa27fd	0	0	15
23S_12070b6d8fa6	0	0	1
16S_2893151c6316	0	0	2
23S_23485f6e3258	0	0	2656
23S_10393bbecf56	0	0	324
16S_1971e5d119b4	0	0	1
16S_11630f6b4655	0	0	1
23S_1897162dcccd	0	0	1
23S_23223ae5bee3	0	0	141
23S_1474903f3600	0	0	121
16S_1959fbaeeb06	0	0	1655
16S_2139524f1587	0	0	560
23S_2952250d46bd	0	0	76
23S_265984ba98d4	0	0	4
23S_1287a276f2ec	0	0	2
23S_1479724b587b	0	0	1
23S_29569bcebc71	0	0	3
23S_1311ee563b3c	0	0	1
23S_1151ac40ba2a	0	0	1
16S_17599f465dfe	0	0	1
5S_2250f84d2fd1	0	0	2
23S_11047ef74984	0	0	4108
23S_11974f42272f	0	0	400
23S_12689b1c9cff	0	0	11
16S_2676c3d49b61	0	0	8
16S_131329fc2f0f	0	0	19
5S_1845d4bf26b9	0	0	65
23S_141397c946ba	0	0	7
23S_1288f72b75e9	0	0	3
23S_25689811ead4	0	0	6
23S_2948fa7aeceb	0	0	77
23S_156453380320	0	0	52
16S_230969627c05	0	0	1
5S_1153ac0713c5	0	0	2
23S_282412f6dd95	0	0	1767
16S_22777c8a0b7d	0	0	2
23S_2536a4cda62b	0	0	65
16S_164824331352	0	0	1
23S_20007a4edf00	0	0	131
16S_241344ae1881	0	0	10
23S_1754d94659e8	0	0	9
16S_2049df039970	0	0	2
16S_1964a33fff48	0	0	53
23S_13500e0abb31	0	0	1
23S_1133ec0d4046	0	0	1
23S_2371809cbe84	0	0	42
23S_17764ec99599	0	0	283
23S_2077b9d8dcc3	0	0	1
16S_1976506f251c	0	0	29
23S_2722fc9fd92a	0	0	5
23S_15852ad503bd	0	0	1114
16S_2470bf8a711e	0	0	16
23S_1256a2093a07	0	0	11
23S_1364f02afa19	0	0	230
16S_20962325b6ca	0	0	6
23S_2756b57477a5	0	0	7
16S_20056d6c0877	0	0	1
23S_21612cdfd07c	0	0	34
23S_23143f95e5d7	0	0	3
5S_230503689ba6	0	0	1
23S_2755ae9a4c9c	0	0	227
23S_2978dea9fdb5	0	0	1
16S_2836bcc20ce1	0	0	2
23S_12561550704a	0	0	26
23S_1887b1c8b59b	0	0	13
23S_265946d2edc6	0	0	9
5S_23545b110605	0	0	6
23S_1210dd773fea	0	0	54
23S_1982ae5281cb	0	0	4
16S_1859cd76d9e6	0	0	1165
16S_2812f1cce8ad	0	0	2
23S_16670afa014e	0	0	1
5S_1008656f791d	0	0	6
23S_21824be6296d	0	0	50
23S_192587c474b7	0	0	3
23S_267266e46998	0	0	21
5S_2445f17e0ddc	0	0	29
23S_2938335d1348	0	0	1312
23S_296567cdcbd0	0	0	74
16S_1613501b6032	0	0	658
23S_242678a916b3	0	0	4
5S_17002c1841ab	0	0	8
16S_29314bb9ca41	0	0	1640
23S_28485ca35559	0	0	26
16S_26323892a116	0	0	1
23S_19498dcb0a11	0	0	28
23S_1842d4bd19ea	0	0	2488
23S_23438563971f	0	0	1
23S_2529e2b0a006	0	0	2
23S_23520caf7dc4	0	0	1
23S_12624804eb9e	0	0	230
23S_162459ce1121	0	0	190
23S_29037cb22057	0	0	5
23S_2370b1691734	0	0	1
16S_1719175c826a	0	0	107
23S_1285f43f32a6	0	0	24
23S_1022b4aca8f0	0	0	3
16S_1129497babae	0	0	4
5S_269891ba320e	0	0	3
23S_17470d310323	0	0	2
16S_26656c161d12	0	0	1
16S_2932ae71bbb8	0	0	223
5S_15444a046d50	0	0	2
23S_14468a5f67a6	0	0	3
23S_19267aa62d0f	0	0	553
23S_2965256150ca	0	0	62
16S_2620ec9d6712	0	0	3
23S_150035b373bc	0	0	1093
23S_1717dc72fa47	0	0	4
23S_28454869332f	0	0	1
23S_1603ca9de523	0	0	3
16S_2379f1d44222	0	0	2
16S_204772446722	0	0	19
23S_1771f68dc836	0	0	5
16S_2356f3f30d70	0	0	1
23S_2475b14a4ffa	0	0	7
23S_107869f45448	0	0	6
16S_17657e4d2dd7	0	0	1
23S_20267bcd3af9	0	0	18623
23S_13708cf2c289	0	0	6
23S_14347c8e8a08	0	0	38
23S_1148d2e539fb	0	0	10
23S_2467364672ff	0	0	1
16S_257158e151ae	0	0	1
23S_255577837134	0	0	2656
23S_118627a14e9f	0	0	444
23S_16348192de54	0	0	6
23S_132848c1fbc8	0	0	3
16S_15555132e603	0	0	11
23S_18680b2c5ed5	0	0	1
5S_1670d980b984	0	0	11
23S_2087b92035ed	0	0	1
23S_2177ac43241b	0	0	5
23S_23932d5828e0	0	0	12
23S_2288e7e998ba	0	0	5
23S_1963164c6511	0	0	544
16S_117366a23f35	0	0	314
23S_2476aa5e791f	0	0	8
23S_1120a1d22c36	0	0	66
23S_25126011fdc4	0	0	8
16S_1304347ff63f	0	0	429
23S_128131e8e878	0	0	1
23S_17764450bf1d	0	0	56
23S_20252e884278	0	0	4857
23S_1962d082a92e	0	0	996
23S_1846d0d11d81	0	0	51
23S_2940c7e8085a	0	0	2
23S_2142a9a22ca7	0	0	6101
23S_1976a8302797	0	0	9
16S_2302f73b3158	0	0	300
23S_1218e0df39c9	0	0	11
5S_2840cf7b939c	0	0	1
23S_132160e52630	0	0	3
23S_22118125c1ae	0	0	1
16S_163572753571	0	0	1
23S_17656bac951c	0	0	3
23S_1335328a1a75	0	0	1233
23S_2165086a7d1b	0	0	67
23S_29681ee91cbb	0	0	6
23S_1510e51498f7	0	0	12199
23S_13681ec18bbf	0	0	3
16S_24650b36ca47	0	0	9
16S_1437adb3298f	0	0	564
16S_124542f00a26	0	0	1
23S_2246bdef75b8	0	0	835
5S_28264682c357	0	0	119
23S_257814c4ab9d	0	0	66
23S_2200f3eb0f71	0	0	11
23S_15945b1e2bc6	0	0	22
23S_16127c3fdf4e	0	0	2
16S_19772ed942f5	0	0	3
23S_23504b3c9db2	0	0	12
23S_1064d55c274b	0	0	28
23S_1107e4da6808	0	0	996
16S_11968502ac68	0	0	139
16S_2230c10f0b7e	0	0	6
16S_21711746c336	0	0	2
23S_119234930605	0	0	8
23S_241287644f3b	0	0	8422
23S_193523f01d79	0	0	65
23S_2917baaddc38	0	0	572
23S_2120c453df5c	0	0	1
23S_1739b51ce2e0	0	0	835
23S_2775ea592fd6	0	0	10
23S_18813f20e5e1	0	0	745
23S_23246ea72d2a	0	0	3
23S_1330af38c54f	0	0	11
16S_2094a80f8059	0	0	5
23S_1098d47248e6	0	0	1
16S_19168c076a58	0	0	7
23S_2283b1c70020	0	0	10
23S_1143a8c362e4	0	0	19
23S_147672c1e16b	0	0	199
16S_253438d9b1bf	0	0	8
23S_1831d8bb4136	0	0	2243
16S_29108fc5d301	0	0	12
16S_28137937a6df	0	0	2
23S_1967cb1052e1	0	0	4
5S_12746a421b83	0	0	29
16S_256708305d0c	0	0	348
23S_20926fd80c26	0	0	4
16S_28152e6ff4ea	0	0	11
23S_12530d54f131	0	0	3
16S_23121d0b4168	0	0	451
16S_17283147f27a	0	0	1
16S_295546689c0e	0	0	26
23S_12768ccdc19b	0	0	250
23S_2555915efdf0	0	0	6
23S_104402217e35	0	0	6
23S_15853264dfaa	0	0	527
23S_2995129b54cd	0	0	152
23S_1124665cbe81	0	0	1308
23S_177133a4d648	0	0	4
23S_1865abb8bd87	0	0	1037
23S_272723af3ac6	0	0	1508
5S_239813cb6857	0	0	11
23S_19420cfaf1d7	0	0	2
23S_1660a1bc754b	0	0	24753
16S_1472dc51cc9b	0	0	1178
23S_2735752750bb	0	0	2184
23S_1912abad5f92	0	0	7
23S_184606ac049f	0	0	11
23S_1109ef99b916	0	0	5
23S_2079117e974b	0	0	6
23S_20865a425f37	0	0	11
16S_118136e306f6	0	0	41
23S_114442d091df	0	0	5
23S_2580b47a46ae	0	0	668
16S_1408d51d7fe4	0	0	463
23S_21829ad9acfc	0	0	6298
23S_10374d333dca	0	0	16
23S_275201fadbb3	0	0	7
